Fitting statistics for a 2D DOSY experiment  
Pure exponential fitting (Stejskal-Tanner equation)  
Monoexpoential fitting  


*******Fit Summary*******
Frequency   Exp. Ampl   Fit. Ampl1  error       Diff coef1  error       
4.60632e-05  8.43383e-05  3.82751e-05  
6.95278e-05  6.45848e-05  -4.94297e-06  
1.17917e-04  4.94575e-05  -6.84590e-05  
3.66248e-05  3.78682e-05  1.24341e-06  
-6.27904e-05  2.89985e-05  9.17889e-05  
-4.04557e-05  2.22087e-05  6.26644e-05  
1.07701e-04  1.70064e-05  -9.06947e-05  
-4.68054e-05  1.30219e-05  5.98272e-05  

Peak Nr:   41         Frequency (ppm):  -0.60391   
Exp. Ampl    Fit. Ampl    Diff        
1.32767e-04  1.49186e-04  1.64190e-05  
1.58193e-04  1.33643e-04  -2.45491e-05  
1.66303e-04  1.19720e-04  -4.65828e-05  
1.03982e-06  1.07248e-04  1.06208e-04  
7.62931e-05  9.60744e-05  1.97813e-05  
1.53184e-04  8.60603e-05  -6.71234e-05  
1.09540e-04  7.70942e-05  -3.24457e-05  
1.49701e-04  6.90653e-05  -8.06357e-05  
-5.12355e-05  6.18693e-05  1.13105e-04  
5.70264e-05  5.54214e-05  -1.60492e-06  

Peak Nr:   42         Frequency (ppm):  -0.60263   
Exp. Ampl    Fit. Ampl    Diff        
1.23595e-04  1.51749e-04  2.81538e-05  
9.15515e-05  8.48565e-05  -6.69499e-06  
1.10210e-04  4.74515e-05  -6.27588e-05  
-3.68541e-05  2.65353e-05  6.33894e-05  
1.41331e-05  1.48385e-05  7.05460e-07  
2.21759e-05  8.29523e-06  -1.38807e-05  
-8.03906e-05  4.63864e-06  8.50293e-05  
4.37135e-06  2.59451e-06  -1.77684e-06  
-1.14276e-05  1.45076e-06  1.28784e-05  
-1.21592e-04  8.11100e-07  1.22403e-04  

Peak Nr:   43         Frequency (ppm):  -0.60092   
Exp. Ampl    Fit. Ampl    Diff        
1.05863e-04  1.25873e-04  2.00093e-05  
1.11358e-04  8.90657e-05  -2.22927e-05  
1.05090e-04  6.30220e-05  -4.20682e-05  
5.15588e-05  4.45944e-05  -6.96446e-06  
-4.69303e-05  3.15546e-05  7.84849e-05  
-1.04951e-06  2.23238e-05  2.33734e-05  
2.84029e-05  1.57961e-05  -1.26069e-05  
1.54901e-05  1.11787e-05  -4.31140e-06  
-3.96062e-07  7.90967e-06  8.30573e-06  
7.23378e-05  5.59614e-06  -6.67417e-05  

Peak Nr:   44         Frequency (ppm):  -0.59964   
Exp. Ampl    Fit. Ampl    Diff        
2.22783e-04  2.10671e-04  -1.21119e-05  
1.25529e-04  1.34469e-04  8.93962e-06  
6.87518e-05  8.58310e-05  1.70792e-05  
-3.53433e-06  5.47865e-05  5.83209e-05  
4.47646e-05  3.49701e-05  -9.79447e-06  
5.22994e-05  2.23162e-05  -2.99831e-05  
-9.40722e-05  1.42443e-05  1.08316e-04  
4.47061e-05  9.09370e-06  -3.56124e-05  
5.29960e-06  5.80422e-06  5.04614e-07  
7.44474e-05  3.70424e-06  -7.07431e-05  

Peak Nr:   45         Frequency (ppm):  -0.59707   
Exp. Ampl    Fit. Ampl    Diff        
2.30830e-04  1.35009e-04  -9.58210e-05  
-1.92198e-05  8.32835e-05  1.02503e-04  
-6.15603e-05  5.13758e-05  1.12936e-04  
-4.05942e-05  3.16932e-05  7.22875e-05  
-8.91015e-05  1.95510e-05  1.08652e-04  
-1.32637e-05  1.20577e-05  2.53214e-05  
1.10644e-04  7.43808e-06  -1.03206e-04  
-1.10085e-04  4.58928e-06  1.14674e-04  
2.80872e-05  2.83090e-06  -2.52563e-05  
-5.37351e-05  1.74603e-06  5.54811e-05  

Peak Nr:   46         Frequency (ppm):  -0.59579   
Exp. Ampl    Fit. Ampl    Diff        
2.53369e-04  1.67886e-04  -8.54825e-05  
1.23062e-05  1.21797e-04  1.09491e-04  
2.68744e-05  8.83612e-05  6.14868e-05  
1.12077e-04  6.41050e-05  -4.79722e-05  
3.13135e-05  4.65069e-05  1.51934e-05  
-6.10600e-05  3.37343e-05  9.47943e-05  
6.03968e-05  2.44735e-05  -3.59233e-05  
-3.47061e-05  1.77573e-05  5.24633e-05  
9.65872e-05  1.28821e-05  -8.37051e-05  
5.56139e-05  9.34467e-06  -4.62693e-05  

Peak Nr:   47         Frequency (ppm):  -0.59323   
Exp. Ampl    Fit. Ampl    Diff        
1.28142e-04  7.42375e-05  -5.39043e-05  
8.34823e-05  6.13746e-05  -2.21077e-05  
1.02176e-04  5.07406e-05  -5.14350e-05  
-1.05413e-04  4.19494e-05  1.47362e-04  
1.33295e-05  3.46811e-05  2.13517e-05  
7.68142e-05  2.86694e-05  -4.81448e-05  
-1.57764e-05  2.37020e-05  3.94784e-05  
-5.08753e-05  1.95968e-05  7.04721e-05  
9.62404e-05  1.62011e-05  -8.00393e-05  
5.15865e-05  1.33931e-05  -3.81933e-05  

Peak Nr:   48         Frequency (ppm):  -0.59109   
Exp. Ampl    Fit. Ampl    Diff        
2.22228e-04  1.67710e-04  -5.45178e-05  
-2.03128e-05  9.60669e-05  1.16380e-04  
1.29056e-05  5.50292e-05  4.21236e-05  
3.98817e-05  3.15226e-05  -8.35913e-06  
4.84003e-05  1.80569e-05  -3.03434e-05  
-6.71117e-06  1.03405e-05  1.70517e-05  
-8.83182e-05  5.92323e-06  9.42415e-05  
1.65592e-05  3.39371e-06  -1.31654e-05  
1.78544e-05  1.94389e-06  -1.59105e-05  
-9.51723e-05  1.11329e-06  9.62856e-05  

Peak Nr:   49         Frequency (ppm):  -0.58895   
Exp. Ampl    Fit. Ampl    Diff        
1.49848e-04  1.78648e-04  2.87992e-05  
1.44276e-04  1.06728e-04  -3.75478e-05  
6.90500e-05  6.37628e-05  -5.28716e-06  
2.83524e-05  3.80946e-05  9.74222e-06  
1.36301e-07  2.27590e-05  2.26227e-05  
-1.02985e-05  1.35934e-05  2.38919e-05  
9.97609e-05  8.12106e-06  -9.16398e-05  
-3.21621e-05  4.85277e-06  3.70149e-05  
-1.99781e-04  2.89905e-06  2.02680e-04  
3.42321e-05  1.73167e-06  -3.25004e-05  

Peak Nr:   50         Frequency (ppm):  -0.58682   
Exp. Ampl    Fit. Ampl    Diff        
1.64132e-04  1.53169e-04  -1.09624e-05  
9.15381e-05  1.19795e-04  2.82573e-05  
1.03372e-04  9.36938e-05  -9.67788e-06  
-3.12023e-06  7.32800e-05  7.64002e-05  
1.56487e-04  5.73135e-05  -9.91736e-05  
1.01011e-04  4.48202e-05  -5.61904e-05  
-4.28437e-05  3.50544e-05  7.78981e-05  
2.24041e-05  2.74193e-05  5.01512e-06  
-7.62699e-05  2.14445e-05  9.77144e-05  
8.25539e-05  1.67706e-05  -6.57833e-05  

Peak Nr:   51         Frequency (ppm):  -0.58383   
Exp. Ampl    Fit. Ampl    Diff        
1.75956e-04  2.11961e-04  3.60051e-05  
2.61723e-04  1.33058e-04  -1.28665e-04  
-1.99182e-05  8.35279e-05  1.03446e-04  
6.33437e-05  5.24360e-05  -1.09077e-05  
-1.16197e-04  3.29170e-05  1.49114e-04  
-4.42293e-05  2.06590e-05  6.48883e-05  
5.08407e-05  1.29687e-05  -3.78719e-05  
5.41821e-05  8.14268e-06  -4.60394e-05  
6.81048e-05  5.11138e-06  -6.29934e-05  
6.31473e-06  3.20818e-06  -3.10655e-06  

Peak Nr:   52         Frequency (ppm):  -0.58254   
Exp. Ampl    Fit. Ampl    Diff        
2.19199e-04  2.19976e-04  7.76902e-07  
1.90697e-04  1.65822e-04  -2.48750e-05  
4.03441e-05  1.25001e-04  8.46569e-05  
1.15917e-04  9.42299e-05  -2.16871e-05  
1.11210e-04  7.10330e-05  -4.01773e-05  
1.03481e-04  5.35388e-05  -4.99417e-05  
1.59399e-05  4.03588e-05  2.44189e-05  
-7.80033e-05  3.04269e-05  1.08430e-04  
1.07658e-04  2.29359e-05  -8.47225e-05  
-9.77433e-05  1.72880e-05  1.15031e-04  

Peak Nr:   53         Frequency (ppm):  -0.58126   
Exp. Ampl    Fit. Ampl    Diff        
1.42350e-04  1.35658e-04  -6.69132e-06  
1.27508e-04  9.25037e-05  -3.50041e-05  
4.44874e-05  6.30775e-05  1.85901e-05  
6.44760e-05  4.30127e-05  -2.14633e-05  
-1.10354e-04  2.93301e-05  1.39684e-04  
-1.42731e-04  1.99961e-05  1.62727e-04  
2.47755e-05  1.36351e-05  -1.11403e-05  
-6.34544e-05  9.29911e-06  7.27535e-05  
9.35202e-05  6.34075e-06  -8.71794e-05  
-2.28140e-05  4.32314e-06  2.71372e-05  

Peak Nr:   54         Frequency (ppm):  -0.57912   
Exp. Ampl    Fit. Ampl    Diff        
2.47924e-04  2.43822e-04  -4.10281e-06  
1.53681e-04  1.57253e-04  3.57130e-06  
7.87082e-05  1.01421e-04  2.27127e-05  
2.96909e-05  6.54131e-05  3.57221e-05  
1.76424e-04  4.21886e-05  -1.34235e-04  
-1.16233e-05  2.72038e-05  3.88271e-05  
-3.63117e-05  1.75451e-05  5.38569e-05  
-1.38603e-05  1.13178e-05  2.51781e-05  
-2.72357e-07  7.29917e-06  7.57153e-06  
1.52020e-06  4.70693e-06  3.18674e-06  

Peak Nr:   55         Frequency (ppm):  -0.57699   
Exp. Ampl    Fit. Ampl    Diff        
2.42220e-04  1.85533e-04  -5.66867e-05  
5.51093e-05  1.30222e-04  7.51129e-05  
4.97437e-05  9.14008e-05  4.16572e-05  
3.35702e-05  6.41537e-05  3.05834e-05  
8.65066e-05  4.50286e-05  -4.14781e-05  
1.18214e-05  3.15992e-05  1.97778e-05  
9.26436e-05  2.21789e-05  -7.04647e-05  
-6.34948e-05  1.55692e-05  7.90640e-05  
6.09845e-05  1.09274e-05  -5.00571e-05  
-2.93776e-05  7.66885e-06  3.70464e-05  

Peak Nr:   56         Frequency (ppm):  -0.57571   
Exp. Ampl    Fit. Ampl    Diff        
1.92909e-04  1.44359e-04  -4.85496e-05  
4.27711e-05  1.07475e-04  6.47039e-05  
9.04329e-05  8.00151e-05  -1.04178e-05  
-1.44774e-04  5.95719e-05  2.04346e-04  
6.05698e-05  4.43514e-05  -1.62184e-05  
2.10539e-04  3.30147e-05  -1.77524e-04  
-3.68464e-05  2.45794e-05  6.14258e-05  
6.49178e-05  1.83015e-05  -4.66163e-05  
-1.85101e-05  1.36251e-05  3.21352e-05  
-6.71449e-05  1.01428e-05  7.72877e-05  

Peak Nr:   57         Frequency (ppm):  -0.57357   
Exp. Ampl    Fit. Ampl    Diff        
1.63752e-04  1.40647e-04  -2.31049e-05  
6.60344e-05  9.36731e-05  2.76387e-05  
5.66450e-05  6.23880e-05  5.74308e-06  
6.12048e-05  4.15523e-05  -1.96525e-05  
-1.95534e-05  2.76747e-05  4.72280e-05  
5.66776e-05  1.84281e-05  -3.82495e-05  
-2.14900e-05  1.22734e-05  3.37634e-05  
-6.22313e-05  8.17564e-06  7.04069e-05  
9.63442e-07  5.44491e-06  4.48147e-06  
1.04736e-04  3.62591e-06  -1.01110e-04  

Peak Nr:   58         Frequency (ppm):  -0.57229   
Exp. Ampl    Fit. Ampl    Diff        
2.89621e-04  2.59278e-04  -3.03429e-05  
1.74102e-04  1.56322e-04  -1.77799e-05  
-2.50151e-05  9.42494e-05  1.19265e-04  
1.29368e-04  5.68258e-05  -7.25426e-05  
-1.29347e-04  3.42615e-05  1.63608e-04  
2.91803e-05  2.06516e-05  -8.52861e-06  
-5.25447e-05  1.24512e-05  6.49959e-05  
1.15864e-04  7.50858e-06  -1.08356e-04  
1.18903e-06  4.52684e-06  3.33782e-06  
1.01443e-04  2.72885e-06  -9.87145e-05  

Peak Nr:   59         Frequency (ppm):  -0.57101   
Exp. Ampl    Fit. Ampl    Diff        
2.88275e-04  2.63014e-04  -2.52615e-05  
9.39611e-05  1.46435e-04  5.24736e-05  
9.57977e-05  8.15293e-05  -1.42684e-05  
4.57990e-06  4.53935e-05  4.08136e-05  
-7.65340e-05  2.52735e-05  1.01808e-04  
3.87553e-05  1.40672e-05  -2.46881e-05  
7.98946e-05  7.83204e-06  -7.20626e-05  
-5.18382e-05  4.36161e-06  5.61998e-05  
2.13398e-05  2.42824e-06  -1.89115e-05  
6.92359e-06  1.35168e-06  -5.57190e-06  

Peak Nr:   60         Frequency (ppm):  -0.56887   
Exp. Ampl    Fit. Ampl    Diff        
1.56220e-04  2.09927e-04  5.37074e-05  
2.47470e-04  1.30974e-04  -1.16496e-04  
2.26746e-06  8.17154e-05  7.94480e-05  
1.21393e-04  5.09837e-05  -7.04088e-05  
2.62063e-05  3.18092e-05  5.60285e-06  
1.58987e-05  1.98412e-05  3.94255e-06  
-6.66157e-05  1.23790e-05  7.89947e-05  
6.24741e-05  7.72479e-06  -5.47493e-05  
1.87015e-06  4.81933e-06  2.94918e-06  
-8.44721e-05  3.00632e-06  8.74784e-05  

Peak Nr:   61         Frequency (ppm):  -0.56759   
Exp. Ampl    Fit. Ampl    Diff        
2.30768e-04  2.31230e-04  4.61958e-07  
1.05353e-04  1.20439e-04  1.50868e-05  
6.91409e-05  6.27334e-05  -6.40745e-06  
6.26475e-05  3.26769e-05  -2.99706e-05  
-7.12496e-05  1.70205e-05  8.82701e-05  
-5.58912e-05  8.86260e-06  6.47538e-05  
-4.21802e-05  4.61624e-06  4.67965e-05  
4.39892e-05  2.40509e-06  -4.15841e-05  
4.69409e-07  1.25267e-06  7.83256e-07  
3.42925e-05  6.52332e-07  -3.36402e-05  

Peak Nr:   62         Frequency (ppm):  -0.56630   
Exp. Ampl    Fit. Ampl    Diff        
2.69268e-04  2.35820e-04  -3.34482e-05  
1.82069e-04  1.45226e-04  -3.68428e-05  
-2.63346e-05  8.94361e-05  1.15771e-04  
-2.82972e-05  5.50795e-05  8.33766e-05  
-2.16515e-05  3.39203e-05  5.55718e-05  
1.68028e-04  2.08844e-05  -1.47144e-04  
2.47452e-06  1.28614e-05  1.03869e-05  
-3.98511e-05  7.92212e-06  4.77732e-05  
2.76620e-05  4.87854e-06  -2.27835e-05  
8.63733e-05  3.00391e-06  -8.33694e-05  

Peak Nr:   63         Frequency (ppm):  -0.56502   
Exp. Ampl    Fit. Ampl    Diff        
2.40169e-04  2.15541e-04  -2.46278e-05  
1.22071e-04  1.51753e-04  2.96818e-05  
1.17289e-04  1.06844e-04  -1.04448e-05  
6.78012e-06  7.52258e-05  6.84457e-05  
-4.25733e-05  5.29638e-05  9.55371e-05  
7.06861e-05  3.72833e-05  -3.34028e-05  
6.70979e-05  2.62497e-05  -4.08483e-05  
5.62711e-05  1.84840e-05  -3.77871e-05  
8.00842e-05  1.30135e-05  -6.70707e-05  
-1.67548e-05  9.16119e-06  2.59160e-05  

Peak Nr:   64         Frequency (ppm):  -0.56417   
Exp. Ampl    Fit. Ampl    Diff        
3.67102e-04  3.60040e-04  -7.06212e-06  
2.18314e-04  2.22475e-04  4.16085e-06  
4.78713e-05  1.37472e-04  8.96006e-05  
1.31084e-04  8.49485e-05  -4.61350e-05  
1.09189e-04  5.24918e-05  -5.66969e-05  
-9.65593e-06  3.24280e-05  4.20839e-05  
-1.00495e-04  2.00379e-05  1.20532e-04  
6.17091e-05  1.23842e-05  -4.93249e-05  
1.61078e-05  7.65213e-06  -8.45569e-06  
-1.04685e-04  4.72764e-06  1.09412e-04  

Peak Nr:   65         Frequency (ppm):  -0.56160   
Exp. Ampl    Fit. Ampl    Diff        
3.08166e-04  2.59330e-04  -4.88365e-05  
3.90986e-05  1.62034e-04  1.22935e-04  
4.90327e-05  1.01243e-04  5.22100e-05  
9.26689e-05  6.32601e-05  -2.94089e-05  
-2.85462e-05  3.95266e-05  6.80728e-05  
9.94256e-06  2.46913e-05  1.47487e-05  
6.59403e-05  1.54276e-05  -5.05127e-05  
2.45134e-05  9.64138e-06  -1.48720e-05  
-9.12437e-05  6.02389e-06  9.72676e-05  
7.37251e-05  3.76327e-06  -6.99619e-05  

Peak Nr:   66         Frequency (ppm):  -0.56032   
Exp. Ampl    Fit. Ampl    Diff        
2.21055e-04  1.59575e-04  -6.14809e-05  
2.50175e-05  9.81761e-05  7.31585e-05  
-6.20561e-05  6.04020e-05  1.22458e-04  
7.00412e-05  3.71625e-05  -3.28787e-05  
-1.39234e-05  2.28640e-05  3.67875e-05  
1.49086e-05  1.40635e-05  -8.45171e-07  
-2.71123e-05  8.65240e-06  3.57647e-05  
-6.55559e-05  5.32435e-06  7.08803e-05  
6.57736e-05  3.27561e-06  -6.24980e-05  
-6.25109e-05  2.01496e-06  6.45258e-05  

Peak Nr:   67         Frequency (ppm):  -0.55947   
Exp. Ampl    Fit. Ampl    Diff        
3.97563e-04  3.89672e-04  -7.89118e-06  
6.70037e-05  2.20870e-04  1.53866e-04  
1.07932e-04  1.25193e-04  1.72602e-05  
1.56832e-05  7.09628e-05  5.52797e-05  
7.10774e-05  4.02231e-05  -3.08543e-05  
4.58009e-05  2.27926e-05  -2.30083e-05  
3.57793e-05  1.29191e-05  -2.28602e-05  
2.57498e-05  7.32445e-06  -1.84254e-05  
-1.09477e-04  4.15139e-06  1.13628e-04  
-3.59191e-05  2.35262e-06  3.82717e-05  

Peak Nr:   68         Frequency (ppm):  -0.55819   
Exp. Ampl    Fit. Ampl    Diff        
2.57894e-04  2.58942e-04  1.04794e-06  
1.41154e-04  1.58083e-04  1.69288e-05  
1.00122e-04  9.65094e-05  -3.61218e-06  
1.08737e-04  5.89201e-05  -4.98171e-05  
6.65445e-05  3.59708e-05  -3.05737e-05  
-4.55598e-05  2.19547e-05  6.75146e-05  
2.54523e-05  1.34033e-05  -1.20490e-05  
1.20283e-05  8.18432e-06  -3.84399e-06  
-1.07146e-04  4.99629e-06  1.12142e-04  
8.70775e-07  3.04972e-06  2.17894e-06  

Peak Nr:   69         Frequency (ppm):  -0.55605   
Exp. Ampl    Fit. Ampl    Diff        
2.16114e-04  2.09919e-04  -6.19505e-06  
1.66035e-04  1.45093e-04  -2.09418e-05  
8.77488e-05  1.00287e-04  1.25385e-05  
2.78805e-05  6.93188e-05  4.14382e-05  
3.23135e-05  4.79127e-05  1.55992e-05  
-1.83315e-05  3.31107e-05  5.14422e-05  
-5.30810e-05  2.28858e-05  7.59668e-05  
8.66374e-05  1.58208e-05  -7.08166e-05  
1.04320e-04  1.09348e-05  -9.33848e-05  
-1.86289e-05  7.55710e-06  2.61860e-05  

Peak Nr:   70         Frequency (ppm):  -0.55391   
Exp. Ampl    Fit. Ampl    Diff        
2.81755e-04  2.67631e-04  -1.41236e-05  
1.20931e-04  1.40376e-04  1.94446e-05  
3.12005e-05  7.36299e-05  4.24294e-05  
-2.11497e-05  3.86212e-05  5.97710e-05  
3.86485e-05  2.02577e-05  -1.83908e-05  
1.89698e-05  1.06221e-05  -8.34776e-06  
8.46072e-06  5.57145e-06  -2.88926e-06  
-1.01920e-05  2.92309e-06  1.31151e-05  
-3.74360e-05  1.53312e-06  3.89692e-05  
-7.02337e-05  8.03974e-07  7.10376e-05  

Peak Nr:   71         Frequency (ppm):  -0.55178   
Exp. Ampl    Fit. Ampl    Diff        
1.52416e-04  1.50419e-04  -1.99746e-06  
1.20178e-04  1.07128e-04  -1.30494e-05  
-2.22284e-05  7.62971e-05  9.85256e-05  
1.08980e-04  5.43399e-05  -5.46398e-05  
-9.12223e-05  3.87012e-05  1.29924e-04  
1.22933e-04  2.75585e-05  -9.53742e-05  
-7.56336e-05  1.96272e-05  9.52608e-05  
-7.24732e-05  1.39805e-05  8.64537e-05  
-8.85179e-05  9.95663e-06  9.84746e-05  
-9.56447e-05  7.09033e-06  1.02735e-04  

Peak Nr:   72         Frequency (ppm):  -0.55092   
Exp. Ampl    Fit. Ampl    Diff        
2.72062e-04  2.32578e-04  -3.94840e-05  
1.33441e-04  1.63406e-04  2.99648e-05  
1.27071e-04  1.14808e-04  -1.22631e-05  
-6.73300e-05  8.06640e-05  1.47994e-04  
1.10857e-04  5.66740e-05  -5.41834e-05  
-2.93643e-05  3.98116e-05  6.91759e-05  
7.90496e-05  2.79712e-05  -5.10785e-05  
-4.89802e-05  1.96551e-05  6.86353e-05  
7.22557e-05  1.38090e-05  -5.84467e-05  
4.09918e-05  9.70093e-06  -3.12909e-05  

Peak Nr:   73         Frequency (ppm):  -0.54964   
Exp. Ampl    Fit. Ampl    Diff        
4.18345e-04  3.92641e-04  -2.57033e-05  
2.25151e-04  2.46593e-04  2.14426e-05  
8.85474e-05  1.54871e-04  6.63238e-05  
1.10115e-05  9.72676e-05  8.62561e-05  
1.03205e-04  6.10885e-05  -4.21166e-05  
1.63845e-04  3.83572e-05  -1.25488e-04  
-1.24233e-04  2.40899e-05  1.48322e-04  
3.65425e-05  1.51323e-05  -2.14102e-05  
-1.33971e-04  9.50330e-06  1.43474e-04  
2.87265e-05  5.96753e-06  -2.27590e-05  

Peak Nr:   74         Frequency (ppm):  -0.54836   
Exp. Ampl    Fit. Ampl    Diff        
2.24086e-04  1.83276e-04  -4.08101e-05  
1.63334e-04  1.37803e-04  -2.55304e-05  
2.91073e-05  1.03613e-04  7.45061e-05  
-3.93095e-05  7.79071e-05  1.17217e-04  
7.54710e-05  5.85780e-05  -1.68930e-05  
4.98166e-05  4.40382e-05  -5.77845e-06  
5.97812e-05  3.31119e-05  -2.66693e-05  
8.11670e-05  2.48995e-05  -5.62675e-05  
-2.96668e-05  1.87213e-05  4.83880e-05  
7.43580e-05  1.40750e-05  -6.02829e-05  

Peak Nr:   75         Frequency (ppm):  -0.54750   
Exp. Ampl    Fit. Ampl    Diff        
3.02064e-04  2.91322e-04  -1.07421e-05  
1.69735e-04  1.72767e-04  3.03191e-06  
3.13603e-05  1.02460e-04  7.10996e-05  
1.62157e-04  6.07652e-05  -1.01392e-04  
-3.83159e-05  3.60371e-05  7.43529e-05  
1.37464e-05  2.13662e-05  7.61980e-06  
7.19869e-05  1.26712e-05  -5.93157e-05  
3.01722e-05  7.51626e-06  -2.26560e-05  
-1.04260e-05  4.45731e-06  1.48833e-05  
-1.69046e-06  2.64294e-06  4.33340e-06  

Peak Nr:   76         Frequency (ppm):  -0.54622   
Exp. Ampl    Fit. Ampl    Diff        
2.38752e-04  2.05936e-04  -3.28164e-05  
5.85603e-05  1.41488e-04  8.29273e-05  
6.64147e-05  9.72094e-05  3.07947e-05  
1.10871e-04  6.67889e-05  -4.40820e-05  
6.08765e-06  4.58876e-05  3.98000e-05  
6.72427e-05  3.15213e-05  -3.57214e-05  
3.37295e-05  2.16567e-05  -1.20728e-05  
-2.91634e-05  1.48815e-05  4.40449e-05  
-2.42718e-05  1.02240e-05  3.44958e-05  
7.87787e-05  7.02353e-06  -7.17552e-05  

Peak Nr:   77         Frequency (ppm):  -0.54537   
Exp. Ampl    Fit. Ampl    Diff        
2.61085e-04  2.73169e-04  1.20837e-05  
1.64707e-04  1.57172e-04  -7.53494e-06  
1.68913e-04  9.04325e-05  -7.84808e-05  
-3.20282e-05  5.20335e-05  8.40617e-05  
4.87155e-05  2.99387e-05  -1.87768e-05  
-4.24377e-05  1.72211e-05  5.96588e-05  
-1.48587e-06  9.90849e-06  1.13944e-05  
-1.66162e-05  5.70233e-06  2.23185e-05  
5.07610e-05  3.28079e-06  -4.74802e-05  
-1.58422e-05  1.88732e-06  1.77295e-05  

Peak Nr:   78         Frequency (ppm):  -0.54451   
Exp. Ampl    Fit. Ampl    Diff        
2.78779e-04  2.23712e-04  -5.50671e-05  
-8.78308e-06  1.41469e-04  1.50252e-04  
5.33936e-05  8.94614e-05  3.60679e-05  
1.02690e-04  5.65743e-05  -4.61156e-05  
-3.96763e-05  3.57763e-05  7.54526e-05  
-1.28104e-05  2.26189e-05  3.54293e-05  
5.15951e-05  1.43036e-05  -3.72915e-05  
6.53940e-05  9.04689e-06  -5.63471e-05  
3.39419e-05  5.72078e-06  -2.82211e-05  
-4.74336e-05  3.61712e-06  5.10507e-05  

Peak Nr:   79         Frequency (ppm):  -0.54280   
Exp. Ampl    Fit. Ampl    Diff        
3.49930e-04  3.47128e-04  -2.80245e-06  
2.07309e-04  1.71301e-04  -3.60078e-05  
3.91772e-06  8.45348e-05  8.06171e-05  
-9.89054e-05  4.17180e-05  1.40623e-04  
-5.59723e-05  2.05874e-05  7.65598e-05  
-6.27669e-05  1.01560e-05  7.29229e-05  
-1.78543e-05  5.01183e-06  2.28662e-05  
-1.00064e-04  2.47397e-06  1.02538e-04  
2.10188e-05  1.22079e-06  -1.97980e-05  
6.68968e-05  6.02299e-07  -6.62945e-05  

Peak Nr:   80         Frequency (ppm):  -0.54109   
Exp. Ampl    Fit. Ampl    Diff        
3.07110e-04  3.02257e-04  -4.85369e-06  
1.87375e-04  1.92512e-04  5.13662e-06  
9.85773e-05  1.22615e-04  2.40374e-05  
8.83507e-06  7.80971e-05  6.92620e-05  
1.06805e-05  4.97418e-05  3.90613e-05  
1.89835e-05  3.16744e-05  1.26908e-05  
8.50849e-05  2.01739e-05  -6.49109e-05  
-4.37195e-05  1.28515e-05  5.65710e-05  
-1.60673e-04  8.18503e-06  1.68858e-04  
1.35925e-04  5.21241e-06  -1.30712e-04  

Peak Nr:   81         Frequency (ppm):  -0.53981   
Exp. Ampl    Fit. Ampl    Diff        
2.79592e-04  2.10799e-04  -6.87925e-05  
9.92098e-05  1.46618e-04  4.74079e-05  
2.62702e-05  1.01978e-04  7.57079e-05  
2.96683e-05  7.09306e-05  4.12623e-05  
1.75115e-05  4.93351e-05  3.18236e-05  
-2.35180e-05  3.43081e-05  5.78261e-05  
6.83380e-05  2.38625e-05  -4.44755e-05  
1.32680e-04  1.65997e-05  -1.16081e-04  
-2.88141e-05  1.15453e-05  4.03594e-05  
8.55694e-05  8.02920e-06  -7.75402e-05  

Peak Nr:   82         Frequency (ppm):  -0.53810   
Exp. Ampl    Fit. Ampl    Diff        
2.91191e-04  3.22647e-04  3.14563e-05  
1.94651e-04  1.63763e-04  -3.08877e-05  
1.51123e-04  8.31209e-05  -6.80020e-05  
-7.56485e-05  4.21906e-05  1.17839e-04  
-1.20640e-05  2.14147e-05  3.34787e-05  
-3.47231e-05  1.08657e-05  4.55888e-05  
4.71333e-05  5.51504e-06  -4.16183e-05  
-2.04758e-06  2.80002e-06  4.84759e-06  
-1.29802e-05  1.42111e-06  1.44013e-05  
-5.30345e-05  7.21140e-07  5.37556e-05  

Peak Nr:   83         Frequency (ppm):  -0.53682   
Exp. Ampl    Fit. Ampl    Diff        
1.94467e-04  1.85065e-04  -9.40153e-06  
